g,h
-.0788071,-8.254409
5.56006,23.44158
-1.934057,-19.57157
25.67772,-12.85782
-15.68811,-4.035673
-11.64539,-8.822245
-11.45315,.627661
-10.09084,5.188889
2.90338,-3.551647
10.40778,1.461773
-.1947411,2.644129
20.72302,2.631388
55.08818,-.3395778
-15.60464,14.46959
-27.26499,-3.563376
-13.33922,.4042328
15.50313,-3.998559
-17.44236,2.664422
-.0727311,-13.23941
9.092034,24.87947
-70.63904,-34.29681
-3.138241,19.37276
62.39684,18.92971
3.425486,-14.08862
-4.667739,1.383217
-10.97531,-23.68043
3.229582,10.17175
24.61744,22.84532
6.90646,13.3865
-35.48473,-15.77263
-.2874767,21.06199
-4.098911,-16.36954
-144.8097,-8.825208
-226.0542,-173.1467
-188.19,-174.7309
297.204,218.413
57.00687,71.09457
207.5557,226.6081
57.94344,54.30495
42.82099,2.263049
5.146508,-10.14633
-9.769728,-4.561101
-5.352587,-1.767401
-3.103609,-1.617693
2.813435,18.76123
7.277232,-.2670451
17.98279,17.36395
14.82328,-9.753054
.5472755,-12.18944
.4799899,-5.5674
.9843787,-1.220876
-1.696455,.3050933
-2.698624,-12.8955
-6.11762,2.34483
-2.677227,-14.72069
-.5293635,3.905604
10.68117,2.049441
-3.148824,-1.069575
-24.97615,-3.367725
14.32461,-4.821376
-10.77199,-3.335814
-16.00653,12.10603
-15.96552,-4.922244
3.666524,-44.37106
-2.756499,8.405421
11.68426,6.038339
2.353045,-12.30188
-18.52642,-1.802553
-.3607315,-11.908
-3.922132,-17.05157
6.573493,-3.958287
-.5156953,11.51963
-11.73061,24.14778
-.095811,-34.52705
1.951405,12.19438
22.64488,14.7335
3.417038,-1.430413
3.417047,-12.917
-9.746017,.3404457
-6.754855,1.764594
7.205388,-15.42484
22.23235,22.53515
-6.659902,4.532734
2.567647,2.803403
-6.788531,-4.112859
3.761944,30.87884
-3.655055,-23.21115
-12.15516,-5.869705
-2.265032,-1.510784
-14.90041,23.13237
.9144453,14.83681
2.442256,1.125118
5.711221,2.830437
-2.288068,-.1416294
-.4862712,-3.113732
-11.22055,-3.51772
-2.605355,1.094898
20.95449,1.565507
-16.83715,-2.722434
-1.592119,2.592125
-9.040522,-8.920587
10.74077,16.01168
-1.447814,-2.103434
4.258614,-2.995202
-4.908096,-.9814355
7.612216,2.790956
6.686329,2.986021
-7.45606,.4023723
-3.389001,.2531051
6.249425,.4795955
3.884868,-6.159752
-6.528551,7.537967
3.351189,-2.874281
10.15489,2.137164
14.9671,6.358295
-16.30376,-10.3116
18.12003,7.252227
-1.593814,-3.179946
-4.094017,8.896156
25.81389,-67.24171
-20.04772,-18.42984
7.748725,1.457938
-7.481787,5.279654
-8.124875,-13.64371
-1.596242,-3.444525
5.411055,17.51591
-17.29897,-15.33982
12.68333,13.94071
-4.407993,5.21207
-32.6125,-60.36632
26.21836,34.94283
-6.149785,1.384322
17.05678,-10.46513
-6.835076,15.264
-6.692574,-1.473825
-.2197174,-1.714478
-15.64027,.1697467
8.087147,-4.068032
8.146441,9.319281
5.714898,-9.076847
-25.16269,-2.861158
17.47724,4.173287
3.198635,-.0056317
3.811274,.456727
-.9890153,2.365731
16.49457,3.408469
-17.98065,-9.969281
12.09849,8.853678
3.115993,-8.559819
-33.37244,-7.774185
-12.89892,-17.75201
10.93995,20.27993
4.214749,-.0601979
-7.081418,-3.886699
3.866344,5.321651
11.377,2.027887
-13.25752,-7.622859
-8.429561,3.701862
-8.38,-1.853647
-6.200113,12.65717
17.52911,.9781998
.9799868,-13.71215
6.500641,3.484813
10.89798,-9.949365
-10.69929,11.6181
1.776433,.4046563
12.38818,8.172916
-8.279502,3.359374
3.149148,-3.846997
18.38345,-.2701787
-6.77038,18.95092
15.00046,-16.53387
-4.563423,4.080839
-5.834742,2.858202
4.060793,-1.239822
.381985,-.0697081
2.034091,3.097229
2.679051,5.272485
-.8630335,-12.40416
-.0798927,2.372323
-36.83039,9.712503
27.31747,-16.4089
-1.617047,29.51183
35.69791,-26.86339
-27.17432,3.515907
4.424039,-.8431926
19.71271,8.770697
10.94822,3.939239
2.716982,12.92457
-8.964484,-4.151493
-13.09023,-16.89335
18.09417,14.2615
9.214332,15.10547
13.45253,-10.60791
14.88036,7.343125
-23.76489,6.813883
-1.393551,-12.54629
4.55433,-10.68055
3.96368,27.63528
-.5382637,-8.312392
10.10053,-1.344543
18.98807,37.15403
-44.0792,-59.75476
29.01267,34.34478
14.73254,26.40787
-.8546848,-15.70319
-5.015185,-12.22599
92.13663,76.61057
115.9794,117.0393
21.75076,-13.57852
-9.963983,-19.65261
9.770734,15.64265
-.9163462,-25.11383
-2.639201,7.162525
-36.07165,-3.299782
-3.916937,-9.800759
3.31526,.172642
1.037896,5.786771
-.4827955,-6.827589
-5.384082,-6.678941
-2.412833,-2.194903
5.696259,-1.232191
7.977934,-22.80979
-1.789645,8.056626
6.264189,18.70167
-1.244864,10.37558
4.173314,-27.03387
4.53319,24.89631
-.2735936,-12.75581
3.536464,16.52153
-1.284804,-23.89147
-9.13961,-7.636465
.6181642,12.18581
-.2048549,12.37372
-6.677844,-22.73134
-3.837453,4.068265
1.881238,-36.98964
.4640409,6.052684
-8.329078,-.8398407
-9.66487,-16.877
1.882141,3.319012
-2.683735,-.0057283
4.445182,18.61197
-1.552421,.3442095
-25.49965,-.4296725
16.03811,4.261353
-12.15947,-27.9815
13.09375,2.056871
4.763325,15.79008
9.031421,-2.973971
-3.155899,-13.52812
2.558061,.2527049
-12.42298,19.75681
5.782398,-10.27165
-12.9297,4.785978
5.936806,-.6133364
9.86238,1.90512
17.75786,6.787235
2.406397,-9.672292
4.934516,14.55386
-5.662653,11.73617
-11.41588,-14.78734
-106.268,-.5107757
-2.745166,-1.345685
-2.218123,-34.62734
-11.34077,1.917394
7.244146,10.23922
-80.85746,-72.26501
71.11385,27.82094
-24.77467,1.491153
43.28487,10.76711
-61.51676,-71.77613
56.6642,73.04454
14.01533,2.822093
17.28843,14.67783
1.232307,-.1325904
5.683539,7.124543
1.339358,-2.740364
4.243527,11.74941
-15.13566,-31.9979
19.7613,22.93148
17.81149,4.175653
-9.5409,-13.57027
7.260817,13.92638
-25.8255,.2714306
27.51127,8.92802
-28.41648,-14.41789
5.156561,6.219729
34.32219,-3.764366
-34.61182,13.62786
16.63238,-12.79461
16.13132,9.206249
1.597573,1.993617
12.57055,6.47077
1.219418,5.78745
-12.21502,-21.06338
-2.332978,2.983384
6.562442,-10.32094
8.108509,8.010839
-8.595169,9.244202
-5.984507,-27.02894
-.0533438,22.24651
.4962027,7.640303
-9.921584,1.103955
-4.924609,-35.77563
-8.3471,2.099286
13.09971,-4.365434
-17.16833,1.49433
12.56395,22.64601
-3.362049,1.353331
17.03518,.6050066
-14.06521,3.292753
-16.66279,2.969351
13.19075,-13.87165
-2.263661,3.605622
4.494627,5.956282
9.142158,-18.49261
.6464312,28.86081
-9.262733,4.102597
6.786803,-4.952516
-1.594433,-.5935953
2.163299,1.735204
37.20253,-3.428105
-32.42046,-7.24755
-6.463847,3.214507
5.543592,-8.959926
-10.59768,-3.142995
20.5174,1.778269
-22.24516,7.495169
-6.516521,-11.43394
5.823357,-2.272872
-12.1524,12.99649
-5.685591,-11.45155
-3.61116,-8.129324
.6210384,10.20884
-.3608367,-2.726184
8.579991,1.820095
23.52374,-12.06845
-5.818509,6.754033
4.461099,11.23911
5.76146,-13.30134
-4.774732,21.87815
-3.099182,-13.92916
4.304966,-13.87163
-.8972661,-1.322209
5.532852,18.10895
2.504066,-2.632177
-9.633448,12.324
-.1571409,-21.95494
4.304095,6.916148
-10.8533,14.8829
-2.590253,-12.0789
-47.0461,-21.05832
15.9724,-27.55478
-357.2751,-283.0981
374.2704,299.024
55.11269,70.94992
-1.056221,1.008314
-6.755307,-3.086001
-7.031325,-3.518561
-3.643203,-1.309447
-5.459802,-3.13544
-9.960781,.8201525
-8.664385,-.7955011
12.54888,-6.90273
-1.651147,-3.976229
35.46363,21.84525
-11.15844,-2.684754
-3.91958,-3.203366
-7.328056,-11.01075
-3.696952,1.848403
-4.759531,-10.55977
-16.68129,.5471292
10.62311,5.110974
-18.21087,-4.042042
-38.58487,-46.96629
-52.30454,-29.95871
82.08031,77.44734
-2.660956,-4.203484
-9.005904,.1177896
.2822712,4.703427
7.418033,-1.322115
-30.63074,-53.26232
-126.5185,-46.3727
84.9464,68.20697
53.33331,34.86827
-83.59295,-81.6081
82.08776,78.04217
1.692777,-10.7026
-61.35198,5.392509
-25.27761,-37.18866
44.02999,-27.48975
13.5546,16.58412
-59.36629,-10.89785
42.86306,59.84305
-55.41125,-66.59592
-70.2768,5.642278
-23.47855,-96.59953
18.25727,70.44257
95.00093,73.54438
52.49937,23.88273
-1.492869,-1.124147
23.41229,2.067196
1.4389,2.605918
9.353505,28.31553
48.01207,-16.96296
-44.65717,-7.556156
-.8230218,-1.338404
4.050438,2.406493
21.41185,-2.74884
43.3466,76.9328
-17.63985,-14.03624
-27.59131,21.58567
-84.60337,-15.72645
-8.175222,-48.36134
-112.9613,-182.4472
65.37408,127.5392
-10.72813,-20.55083
95.53284,99.84886
38.84659,30.09971
10.04706,19.268
-13.59135,-9.61273
-5.657808,-28.51417
5.756145,22.77752
-11.40391,-23.8667
227.6827,9.74684
-210.5797,3.422631
2.651034,-12.62469
-3.19258,1.134974
-7.653117,-43.92272
.5515168,1.553617
3.792005,35.60749
28.81514,4.72021
-7.743394,-10.00653
-24.94576,5.033372
1.842126,2.744125
-3.897749,10.35536
-7.292363,7.933065
39.35614,4.556252
13.61415,13.94547
-27.20037,-22.79598
-1.209197,-3.410424
9.710048,28.6258
-5.987977,-9.6253
-23.21277,-16.99463
11.22698,1.00252
-31.56018,-19.5566
4.301979,26.07263
24.55882,2.562074
1.388158,-5.721149
-43.66104,-58.49853
-5.663802,57.04631
2.745904,-10.29348
1.315997,.3018056
-100.3924,-81.59245
127.9508,69.67303
-8.296438,-3.617607
-6.316315,-2.455621
15.04663,.4439926
1.499841,17.15212
-7.389448,-3.852284
-283.1476,-245.31
19.19464,1.643197
206.1377,205.047
72.40945,39.29192
19.29702,-.182606
-24.27997,-2.151427
-18.63909,6.807735
3.433568,-10.60776
-28.01695,-.7008937
-3.139985,5.919849
108.9994,67.73546
-2.709658,-11.37915
-221.3816,-109.4612
194.1321,145.954
-9.736153,-17.04069
11.05432,10.19274
-18.26613,-20.51072
-56.10744,-6.309404
94.06013,-207.1876
30.19584,235.2031
8.699307,-3.904239
-64.24694,-8.163296
-10.61359,-2.868192
36.35843,9.955043
17.74075,-12.48006
9.962836,16.93833
-4.501838,-23.68735
.5223846,.3670647
.7067008,-1.743184
13.24911,22.77108
-15.60877,-29.22574
14.02723,12.30143
-10.3376,11.07839
21.22387,-9.475715
-13.4755,-22.55339
16.14877,14.55778
54.89079,74.78895
-6.570195,-53.61624
-37.98739,-.8766922
-2.668579,69.92191
19.78905,-69.98735
12.88835,-16.58268
-20.68807,44.19039
10.97259,5.598075
-9.320262,26.98966
-47.77633,-66.02771
42.69539,48.34967
-8.12364,1.379957
-42.89918,-6.145257
-13.36028,-31.76326
61.43252,13.41946
8.791951,14.84316
-26.04382,27.76997
-8.182702,-43.83884
-6.810084,9.741626
14.01561,-11.03431
-2.649057,-63.70041
9.379638,52.20183
-25.11998,17.93852
40.3362,8.185219
1.758613,-29.10501
.9366512,9.264669
-18.34393,-27.09192
-27.80513,-10.75728
20.72474,24.29094
-23.40358,2.155142
11.43669,-4.013635
8.627573,-5.538358
1.494965,23.17156
-17.68752,-30.37706
11.39798,4.734969
-23.09373,-4.873651
41.99873,7.881707
-14.15083,-25.1061
2.090961,16.73746
-6.556238,.1197209
5.096084,.5783051
7.52295,3.911488
-.2926853,6.252332
5.216246,-3.534933
-25.39259,-11.70156
27.62225,13.12389
-9.597631,8.364368
.5489524,-7.0533
-2.085289,1.776935
-1.388325,-10.174
-1.819568,3.169125
-1.10154,20.31136
10.32266,-13.89472
-9.336596,-3.4861
4.253633,1.491751
-6.070979,-5.592878
-6.742936,.5025218
12.95216,5.856109
-26.80255,-3.921911
3.81586,-6.352331
8.622169,6.196667
4.278386,-5.631251
2.430601,-2.432793
-18.83321,-.5161238
15.84045,3.315909
19.99416,-.8280333
-6.983923,34.67635
-11.2765,-32.51359
31.0409,6.782385
-48.5956,-3.773366
26.87098,-4.295744
-35.35855,3.382474
14.29649,2.623428
-16.07374,1.423021
-14.26046,.6746968
17.78449,-.6780987
-2.017823,.5595748
8.483253,-4.828638
-77.34283,5.519613
54.69176,3.289027
-12.65827,3.562814
33.49726,5.344089
-9.818211,-6.855167
-.2891229,4.164365
4.767029,-.5239052
-4.646602,1.804894
4.651084,2.210475
7.885243,-28.04268
-25.60581,25.27247
-21.67252,43.00141
34.79636,2.392354
58.98414,10.80908
-12.83452,13.05328
7.084926,-17.35554
-10.30051,-9.83463
21.68026,21.28958
-40.94888,10.94267
-24.4339,-17.04139
60.2599,-7.507738
9.8173,2.797506
12.36369,7.389324
-8.36186,-20.68153
18.54001,12.78861
7.975614,-14.8659
-27.29939,-2.765604
-12.21644,2.971807
14.27584,4.177601
-47.57723,-20.67715
4.728861,10.21856
11.57257,-1.046216
56.15327,3.296592
-1.00244,-1.997418
-18.17624,-13.42418
7.519445,5.90437
-40.85271,-2.34454
26.06412,-4.268953
-8.574885,14.79485
21.7918,17.31813
-3.556628,30.04805
8.339044,-85.81722
.8570848,-.773111
26.59364,8.532433
-66.56467,-117.6424
-52.72079,116.9293
101.2026,26.77811
16.00471,-9.38838
-42.12881,8.629891
13.95842,21.06519
25.12926,-.2287084
34.10283,-20.34975
-68.61666,-1.913965
27.39812,7.257219
-24.54267,31.37792
33.48618,-27.26073
24.03872,19.99345
-44.30787,-35.33059
15.98333,36.81202
-8.030522,39.05851
4.000373,-30.83689
10.05483,.0241497
-21.35798,6.778156
25.07333,-8.140837
6.844746,-18.092
22.46714,24.62318
10.30892,6.956735
-20.70959,-4.130779
48.44184,19.73153
-20.44357,21.39436
50.74708,-31.90668
-19.33047,7.960677
23.6522,-15.75851
36.42389,3.944994
9.338942,1.791397
-9.803529,-2.279178
-2.65298,-.9488427
-55.52862,9.983834
57.11366,4.323437
-63.19422,-14.18041
-8.979551,-23.32583
-55.99754,-26.94671
70.00797,56.00824
-29.10833,7.822031
2.759201,-2.503704
41.64096,-17.49011
-25.88527,-6.757314
27.5296,19.78577
-5.421794,-7.033343
-16.81024,-9.783986
-8.124051,1.068369
-45.81556,4.210028
17.87751,-25.00367
5.882999,17.31555
3.205544,7.554834
-10.32335,-5.719512
-56.82723,-.7169347
-10.01532,-2.091824
-17.78313,-22.83151
.6915501,8.773292
-151.0812,.6987122
148.2053,-3.345122
-39.22478,-68.29953
42.38775,9.111329
8.141101,-4.102262
-19.05427,60.79507
-7.34368,-6.102031
-2.462505,-8.892359
-18.42379,-.6302043
-15.49769,-6.46038
-14.78305,-6.507126
62.84369,22.40506
8.151984,-39.48144
2.98714,37.35719
-19.76652,-11.93338
-68.68575,-80.02816
41.72388,118.6934
28.92876,-31.09055
44.01699,24.72052
27.56572,-11.85092
-11.13196,2.566849
-30.35193,16.68675
-1.932394,-94.0415
-11.32419,2.493414
14.488,13.18342
-11.62336,79.96129
43.36502,-27.1646
-26.82051,-33.5056
7.796494,43.56713
38.33805,-38.30332
38.13032,-.0096269
-7.051929,-12.22526
-3.113075,-24.8261
10.07883,1.843252
-15.05716,15.63057
-2.350741,-154.9112
-91.49854,50.29732
16.09251,101.0265
-1.684707,17.60825
15.71933,-2.663732
58.39181,-11.83098
.3307149,6.837708
3.421826,-18.42717
52.05093,12.25488
3.778648,-5.576108
-17.01284,15.97571
-39.31346,-5.121258
65.05358,-.4959029
-28.66308,-6.874503
-19.91977,-6.895924
-7.480896,19.81641
28.17281,-6.064835
58.3867,-21.96499
-1.548298,42.01031
-5.869675,-6.276506
-3.443068,6.393323
14.66264,46.72765
-7.246405,-11.66849
.9896271,-13.75069
-4.068297,11.37822
-10.89678,-6.915423
7.059355,-1.754216
-10.86185,-12.07674
-18.74785,-9.241234
4.972056,21.45385
15.12429,-5.367862
1.942563,24.27095
5.146518,-7.128427
-22.04253,-4.057591
14.60737,-8.723261
-9.667137,-4.179866
5.739261,-6.336938
-4.710711,-.2005477
4.471743,6.256933
-6.692417,-14.34238
-2.756804,18.56113
19.35048,8.212422
9.468309,-7.160759
-12.0432,10.90059
-3.653033,-26.02764
-.6756851,13.07946
-8.140166,-167.2904
2.333324,155.4338
-1.26089,-12.99603
-15.91089,-2.988475
12.72408,-2.084998
-29.70095,-20.22393
25.33134,15.07335
-6.687461,-9.793258
-20.03557,11.43992
23.24351,30.61192
-13.26593,-61.53586
-8.423367,34.55013
25.21594,-16.59329
-28.59362,6.261625
-32.58642,-16.97245
4.855844,-1.032341
10.14743,-6.714298
30.07405,18.55455
16.91454,35.90084
-44.57166,-34.0233
36.68943,22.19084
-12.26737,-6.346801
-5.620327,.2517168
-6.322095,4.836654
22.75878,.7288851
12.95273,-7.040802
-44.98099,-8.706643
7.938303,-8.045381
8.168966,-1.624531
-34.98854,2.766196
-30.20639,-17.63382
-11.34077,-13.2128
5.474188,-10.82026
21.9513,39.03465
-9.494912,-20.59928
-8.522779,12.39376
13.77363,-5.364614
-6.272032,11.06663
25.03724,-5.308941
10.75406,5.84136
4.553241,-6.041543
-7.105854,8.370101
.1775618,4.176219
6.845335,-4.372993
-80.22618,-65.73311
12.91076,59.07965
-39.14711,-26.45422
70.72776,51.65199
-24.44446,1.250557
32.70043,4.394161
4.725504,-11.27324
4.138237,9.204853
12.6088,8.785824
-3.631559,-20.33737
28.55428,29.19151
-.5191647,-10.3319
-4.782401,14.29739
14.45121,-3.855769
-11.6004,-2.232536
4.234708,5.576773
42.98105,-16.99649
19.46699,20.72964
4.357098,17.4671
37.55683,1.317252
-13.59201,-.2881454
12.1776,-3.175567
-6.589316,-18.33273
-12.33782,-11.97392
7.755705,18.19153
-36.59461,-7.507185
-44.99243,1.556092
30.65783,39.23565
23.84794,-17.25448
25.82766,12.95535
-21.30931,-13.88049
.473845,3.66164
-11.48084,-27.82902
-2.447387,10.05178
-4.389336,-8.470307
-5.340742,-4.069353
-16.06548,9.749416
-3.109419,7.591508
5.173167,-1.663952
-5.811676,-9.217917
-11.65781,3.368846
-11.65849,3.844751
-3.13628,-6.936293
49.39387,-4.94089
-40.55227,7.509504
-22.64461,27.26809
34.06238,6.92023
1.265662,-31.71043
-.5893298,18.63426
-15.71801,-20.86416
17.62642,28.15875
-58.11966,-21.35359
13.38999,-13.28244
-2.906085,-12.28426
5.24224,9.706015
6.886946,12.47196
12.20818,-5.921059
-.7191346,13.50403
.5431541,-24.55767
-7.047778,-6.732261
-7.747921,5.368848
12.70318,12.48312
-2.95019,-5.199291
-38.25406,-59.34477
16.75612,42.32489
11.03676,3.532726
5.159753,.088087
17.01024,3.427723
2.889462,-4.671681
-11.65781,3.368846
-.7828338,-.8072506
19.44205,1.025704
-15.97958,3.300405
3.565039,.8372322
-30.72911,-16.07982
-2.39593,-9.538638
8.122862,6.114227
-19.63865,-12.08474
3.575698,-.0650396
2.790422,-5.223411
-1.365757,7.545852
-2.433831,-6.84318
5.959857,3.181783
-3.500984,13.82804
-5.908992,2.94933
-.4971192,12.47095
9.753879,16.95849
7.169539,-21.88175
13.21438,-1.584299
5.350782,58.23402
9.210316,-63.52619
-3.286291,8.804255
4.345053,-6.806686
.9859535,26.22658
3.445192,-22.26918
-.0262514,15.06855
9.942716,-12.48981
-348.6052,-30.52972
-30.889,61.29077
259.9812,-22.43419
32.98188,4.463029
12.9876,1.016144
44.85278,17.5903
16.35883,3.690221
-9.336079,-14.17
-4.634933,1.424478
-22.29435,-15.2754
13.02473,17.4117
-4.344849,1.214351
-11.89336,27.12803
-99.90645,-17.13297
-17.48652,-20.09185
141.7783,-3.952415
9.199322,12.59319
2.874707,2.466161
6.574322,-9.927241
-8.58248,2.806367
12.71061,-3.675184
-22.5249,-18.98221
15.98253,27.40681
-.2830503,-2.112887
-2.07696,1.355963
-1.557751,-4.94899
7.572567,4.749902
5.656809,1.072163
-.3720039,7.280816
8.968911,-.2610595
-3.448457,2.856534
5.90297,-2.972703
9.712425,1.753543
-6.702535,.5210183
30.07548,2.52426
-24.46691,-2.796522
-.8434623,1.422439
15.83002,-11.26439
-10.85625,-3.263019
-5.644374,-3.665395
7.724491,-2.819244
-20.24125,8.006175
29.83753,-3.6699
2.871106,1.212563
-4.394969,-.6631883
-1.934806,5.024014
-2.467718,4.372685
-27.08035,13.07272
-17.75381,-12.65409
34.13294,-10.71448
-20.13368,8.060311
8.236596,-6.432543
-2.886588,2.362435
-35.18851,9.676331
-17.09194,-3.000808
-52.66282,-42.54623
68.43029,50.16107
31.91041,5.22526
-1.339398,-1.995717
-23.7429,8.913475
26.92304,-5.694421
-13.42672,-7.221899
21.60396,7.256824
-8.312373,8.08905
-40.11275,-26.12526
-.8907531,7.184954
2.087658,-9.646393
1.467016,6.832284
10.29575,-12.29218
-13.08879,5.525688
-1.352341,6.316301
7.386258,-10.86516
-.3896053,-.1087078
8.197214,.1032469
-17.55279,16.46397
11.95116,.5988674
3.905998,-10.69121
-2.083555,2.480985
18.17483,18.62635
3.927572,-18.75731
9.913064,4.710515
.4921084,6.228042
-4.709641,3.989613
6.666708,5.630639
3.131129,-16.72265
24.02136,21.49525
-4.236097,-10.21698
-.5419832,2.927906
-2.009242,22.38687
2.731529,-25.82658
7.851899,9.393291
-3.943093,9.696411
6.364478,10.07962
18.39921,-39.49743
-4.968572,5.656259
1.46802,1.441777
1.584673,-7.69102
-13.9373,-13.97545
-8.319265,33.9236
-2.792289,-42.5362
32.67318,15.01556
-128.955,-11.30306
100.0898,-1.163248
8.981826,-4.564326
-.7168971,-5.28334
9.382502,26.17611
-2.443856,-.0731106
2.620719,19.1581
6.560253,-33.90837
-30.37784,-15.94599
-37.70431,-7.523675
-24.60881,-2.358822
3.737499,22.49469
1.272284,-9.028468
30.00095,13.27978
-1.766981,28.02442
-58.16102,-77.76051
44.05141,78.66729
14.27916,5.515016
59.85375,6.903665
-145.4363,-54.77879
57.02433,48.55091
50.17433,-6.592393
29.15575,-3.788419
-9.10784,19.59602
-.8863516,-5.228152
1.492424,-16.47504
-4.459687,6.971019
-5.180942,3.442911
-3.394427,7.519062
-.8534998,-.1551867
13.28288,-12.36956
-23.50891,14.94158
5.140987,-15.18084
-19.53729,-5.282623
6.026662,9.085035
.6196524,-2.990962
-1.461969,-9.656449
9.240861,8.708014
-6.754855,-1.824629
5.233614,5.304481
5.52166,-8.253325
1.996899,4.491076
-3.494815,4.705204
.5318099,8.688662
2.504066,-7.937128
-10.06294,-8.814872
3.206125,-5.869705
7.014561,3.938035
-5.050986,-4.630804
5.921115,-169.852
-9.023462,-53.31416
-52.78902,-12.72186
116.1275,42.15261
-99.29957,8.677229
5.857327,-34.8451
-26.83199,-11.93291
-21.24909,-54.41892
36.76854,106.6033
-5.656085,2.758906
-45.89711,-83.03319
85.00896,.2354264
-25.59403,7.306114
8.307742,17.68369
-4.29446,-3.378269
-28.46413,-14.60404
-19.17008,13.82026
-9.485749,-26.18412
-39.38469,33.12997
25.62826,-62.58958
38.87632,38.08207
-52.39316,-8.636073
31.59415,8.51769
7.838656,20.35351
28.26542,20.46987
-27.37344,20.05371
.2702585,-104.2068
6.18483,34.08849
-36.14629,-9.787084
-11.45719,-3.902078
-7.113229,-6.265859
-21.10555,2.743078
-3.150729,15.29511
20.27423,-22.2401
-3.924552,-3.624323
-20.83225,.7786939
6.921669,65.20789
13.77937,-4.976891
-32.24376,-30.13396
37.89532,-.9851288
-12.16175,7.047337
17.11853,-3.54959
17.79791,4.805654
-14.91622,-24.63964
-4.893297,-21.38193
-17.29568,4.444692
10.77217,21.71566
-6.168913,8.114013
3.622243,8.7859
8.181873,3.018397
11.0656,3.021118
-27.47007,-9.202606
3.106461,4.459908
-9.894296,-8.320538
14.07331,18.89071
28.4591,7.478825
-14.9337,-12.3549
-35.86873,-3.942655
6.171755,7.657959
4.870087,13.0882
6.758527,-10.94349
-6.687405,-3.312807
-14.35187,-6.763281
-1.842099,8.454362
-8.980565,-27.05993
5.509594,26.57545
2.053958,-10.09461
-.8366196,19.67189
-39.29268,-77.33332
-7.127534,29.19029
51.3699,20.9303
-28.27619,25.98756
19.62045,-8.896609
27.32179,12.422
28.23894,-9.101996
-81.99726,-39.94638
-42.90011,30.99515
51.20373,-14.31505
14.70347,1.634816
-121.825,-19.65909
107.6905,25.85369
10.95308,12.98984
-20.68409,-10.21221
-5.312393,-.4350735
44.48873,-7.92376
10.32,-2.347785
20.46507,2.001284
-27.98117,-30.06233
-48.15692,-33.19969
2.678237,.1762229
-11.98407,-2.945349
.8362728,-8.762326
-8.930593,-2.004928
-5.683994,-3.342697
-2.966438,2.154546
4.404254,24.2713
-5.478146,-27.98914
-5.182766,4.685132
15.42515,24.06978
-7.611987,-24.20415
2.554141,-2.084764
2.210749,10.78299
5.964759,-12.36643
6.598539,.1193047
-10.15383,6.649522
2.667208,5.108449
4.898601,-12.28406
-3.245869,34.74748
1.634364,-35.93521
1.921934,-4.462759
.7560511,1.707806
8.063287,-.0101985
-12.44294,12.34955
25.48816,7.763811
-20.79009,-25.40907
-1.243236,-.3685372
1.778364,15.28961
3.716154,-2.335262
-14.95103,-6.050111
-1.615147,.9802299
-17.10873,-2.927711
-6.918946,-.373545
-6.985474,-5.327181
3.027905,3.652401
9.04561,-5.585453
-5.840519,-2.379331
-7.10463,14.01351
-2.086229,-2.707664
-2.457092,1.882181
4.844991,7.944932
-.3211846,1.318304
6.37512,-10.61504
-2.417167,-11.22118
-11.22832,9.568193
8.106609,-5.724688
-8.125377,5.869258
5.323103,-14.88871
10.27396,1.471037
-17.96977,5.156178
5.490461,.5608468
7.81826,7.834919
-5.460607,-1.113443
9.732721,-7.579138
-17.97916,5.205066
10.47541,-3.91166
-2.377378,9.668595
-4.507523,-4.802861
20.90862,-11.93207
-22.18693,2.32366
18.04526,1.57007
-9.11521,10.30557
-8.595169,-1.809469
15.32481,-.2184851
-14.68799,-12.43881
-20.53665,-3.122764
-10.3192,15.6822
-.6718094,-3.396917
-4.775292,15.09007
1.534538,-24.68194
11.67095,4.963167
5.120587,4.058191
9.983331,16.04529
4.843015,-11.93634
8.049864,1.739475
4.553534,-7.986423
-3.807085,-11.75712
-2.184419,13.94924
13.65219,6.698044
12.17516,-8.614019
-8.607949,7.655016
-11.67262,7.027851
21.73118,-5.630485
-10.55613,-2.840881
-4.162371,6.00276
38.399,7.371914
5.735198,-8.423484
17.67114,24.57755
4.486097,9.947
14.61913,7.981487
-18.77614,-23.13808
-7.053586,2.5423
-2.776218,-9.479046
2.110675,11.05276
-10.39137,-10.52858
-8.38,-13.5357
3.612833,5.504637
11.16891,16.18618
-.4640816,-10.35256
-6.443678,21.53048
6.760523,-19.31227
8.931246,21.88804
.8670481,-11.8981
6.022751,3.238281
-1.306168,-4.757139
2.090937,15.88293
14.99648,-9.425507
-5.635198,11.58755
11.41117,-6.208098
9.481761,-7.002567
-5.184484,4.836348
-4.170386,-4.218765
11.52995,20.39258
-7.878792,-7.014455
-1.802401,-12.7735
-128.7528,-43.02526
64.86649,2.864364
8.627573,4.915682
-52.752,-51.59921
64.22266,58.66144
.1650571,4.810222
12.57376,-2.883568
1.056177,-2.269633
10.36141,4.674759
-20.22339,-9.27413
-1.043399,-7.743257
11.36155,15.76815
-7.557878,-.8953084
9.840401,-1.90633
-.0638963,1.181829
-2.24759,-1.075473
4.334586,.2381312
1.999924,4.987806
2.529965,24.91683
39.87511,-25.12215
-44.53647,-1.008774
-2.556123,25.06918
1.470502,-32.91567
23.50983,22.63383
-30.95408,-16.91011
