g,h
-101.4016,-21.47322
-7.504032,2.277893
20.31678,-2.511647
-9.731601,-6.911448
-5.173797,-1.884178
-11.77337,6.689173
5.387969,8.533475
2.363721,-2.226623
-2.733235,-4.925287
-14.09723,-6.326535
1.222647,5.593488
-6.719923,-7.740564
3.734799,16.4958
7.502647,-21.31961
-59.01329,-31.47475
48.69913,40.11879
-.0624723,-.3722172
15.23857,14.18102
-16.41221,-6.490515
18.59759,-43.41608
-1.19698,4.871365
4.458427,10.79742
-4.931838,6.096038
3.255125,-6.511146
43.34864,6.25866
-21.17818,2.679543
-13.92947,-17.23393
-7.844215,-.6877339
-8.006684,29.48371
2.077551,35.03095
-54.03614,-7.024125
9.483767,35.18777
13.94766,8.228172
9.338078,16.12265
-25.33907,-31.00882
-7.090832,-36.10316
-46.17888,22.34289
6.376975,-3.731187
.7472273,-15.55014
-1.812078,5.487599
48.26334,49.38503
-51.26508,-57.78093
6.327529,-4.033455
2.69374,2.817888
32.95369,15.22801
-5.728494,-3.747155
13.26681,19.53584
2.023065,-19.7137
-16.57597,2.008585
-35.81787,-69.96718
-155.3997,-45.96116
23.74678,57.37767
81.13419,1.85697
20.10731,66.14945
37.59432,-19.51123
-13.51491,17.0376
1.090946,-27.99593
-9.383585,5.534248
62.56363,.5017768
-6.728188,-2.39716
13.46457,21.53772
-25.07085,-30.58233
-15.30348,-39.27589
-23.46595,34.97746
-24.49834,-.9826656
27.40244,.5549039
13.47684,-7.605548
.3449236,.5312453
36.76474,17.20837
.9326602,-1.021287
-4.70519,-6.836287
-69.41687,4.331763
-54.87297,21.16293
94.37934,15.08964
-39.34711,-36.33633
-114.9673,-99.94553
-106.6709,-48.89236
243.7159,49.4306
-45.96064,77.44676
-84.00681,-68.80375
76.00934,81.03933
.5318099,-19.86689
3.127121,-2.507883
1.851943,-235.8742
31.52087,230.8427
7.3971,6.647215
-60.27984,15.37357
-15.80606,37.94482
-10.15733,2.20754
-10.05717,4.555411
22.14084,49.30403
-8.500911,-7.559115
14.02759,-20.26076
-17.05071,.3442277
-6.105689,-20.53429
5.337191,-35.45146
-20.69844,41.20502
4.590703,-4.688858
5.39734,-25.16101
-23.59875,-2.998876
3.577672,-12.15932
4.417692,5.109149
7.163229,-38.01018
-8.276064,32.67608
-13.16544,-2.502225
3.314064,37.9011
19.33036,-7.45147
3.447996,52.55198
5.361604,-28.62995
-9.386045,2.831601
5.545309,-99.22788
3.578124,114.7303
5.540875,-12.91289
-6.557201,8.600001
13.09988,-2.956545
-4.600398,2.570747
-.3400114,.5378827
.7353826,-3.841563
-8.691913,-11.05458
-8.022429,-7.964223
-4.915421,-4.800211
-13.29136,11.06525
11.02141,-2.658427
14.56885,11.2333
-26.27735,10.37357
12.48357,-22.63898
-18.12533,.7889123
4.464919,-1.700361
8.032955,23.75723
-16.36219,-27.34926
2.930184,10.93034
2.521168,.0573861
-.7728813,-9.275203
-.376797,-1.135679
2.005372,8.956171
1.474902,-8.897265
.0627987,-9.526046
-3.542969,10.46125
-.5785531,.6362789
3.025403,-4.549902
3.899424,-.5493092
-7.934978,-.0054137
-8.160531,-6.23658
-4.291753,2.470852
1.171427,.8757686
17.66096,5.782807
-11.77142,-28.98437
6.314769,29.34424
12.49609,7.600898
7.231242,5.26417
-23.71824,-12.29626
3.448366,2.777975
27.27332,-30.43709
-70.88925,38.34657
63.92155,-30.35324
1.006221,33.72406
80.24768,-27.70507
-20.59818,-10.48771
31.81603,13.56954
-23.61303,-33.85045
-84.68144,-3.44418
-79.16126,37.68058
-11.36898,-14.15623
-5.300654,-21.18509
-146.0322,-58.34286
119.3842,93.97399
1.003978,-8.65481
-6.083971,-25.42326
49.86238,25.00904
25.88088,21.2291
-89.79771,-36.7411
68.25439,17.06466
-78.2941,-11.42683
149.743,30.20623
-80.76766,-12.30636
31.36449,-16.6791
16.60253,18.93891
-9.219186,-53.15448
-9.789564,36.2059
2.871502,8.871497
-8.980565,3.425228
2.905032,-21.5784
-11.18164,-30.44276
20.24476,23.62102
-3.407693,-2.668659
-15.90486,3.634152
14.75146,61.44379
-10.99615,-28.46042
-10.17251,12.71275
14.89789,-10.72023
-3.232618,-48.54515
-.5951445,-24.92332
10.25737,83.96102
6.600442,-29.89205
-24.73955,-2.291697
24.90588,10.27656
.2752733,8.612057
-8.370872,4.650462
6.909448,-61.69622
27.46103,57.82646
-12.27618,-67.56924
-56.76226,48.57056
34.65238,8.735548
2.422622,-19.01076
47.06368,12.68136
-10.59249,-4.298725
2.059237,5.559149
-14.51786,-9.769251
-5.965558,5.986852
-11.67834,-7.783401
15.7102,-5.33543
-16.20937,-24.17325
-12.01803,-41.21095
33.79379,44.32269
28.66475,52.43652
-11.43027,-30.70176
26.95836,3.787608
-39.83664,59.03536
-86.59454,-31.04799
85.37415,-37.50288
-78.41508,37.37584
28.86143,-40.84311
1.479878,3.014737
12.53328,-1.8043
-8.332125,-8.933525
-10.90304,-16.60779
-76.27774,14.79896
33.17575,23.58942
20.44783,40.03528
-3.664053,-59.86409
14.73274,-26.21037
-16.98953,3.392956
-6.675977,20.17055
77.38964,110.2027
-70.99516,-21.08128
40.8265,55.04137
-91.88805,-63.07038
130.0688,64.93461
-.3182101,-2.800906
.510953,15.09808
-1.349677,-17.12893
-3.221262,5.178223
.4994075,-3.457464
32.38758,14.76915
23.08104,-11.36779
16.76991,-4.232628
-6.206063,1.548248
-32.41221,-10.58587
-15.10721,9.45228
1.076327,-2.596254
5.836328,5.357138
-5.56036,-25.44502
19.58682,17.0426
7.42319,10.9012
24.94128,-10.21654
-46.45524,1.342078
7.397022,-10.07941
1.678818,-7.182075
19.29454,-.934016
-37.50164,-2.193873
1.652982,-.2826113
15.93669,6.267098
-9.888229,7.030239
82.32977,98.44096
-10.08816,47.24617
56.42756,-29.52502
18.33029,-.9552315
6.909346,-1.897408
-132.1073,21.1256
76.65599,-7.436367
-85.71178,-16.18912
7.667846,27.65116
43.03272,-6.5569
43.75455,11.02343
-60.90228,-3.493896
65.42566,-1.644538
-72.14487,5.855278
31.25974,14.72777
-143.1497,-32.38887
166.6189,47.467
10.90294,-14.1413
-92.8299,-27.43078
-1.762818,14.11547
-35.64331,-8.870677
20.93934,-5.757005
45.39232,6.439233
30.35424,9.969349
-50.33189,-8.280403
82.35791,-23.37453
18.15365,6.795921
-9.852862,-30.64773
-24.56385,.5804701
49.43195,44.31503
94.84779,90.05548
27.19967,-62.44348
-.7644257,-1.978198
.0671858,-32.94783
-4.368024,-4.978031
-83.85514,134.6824
-52.26294,-24.72412
-36.4656,6.446435
51.035,2.173496
48.66903,9.226125
-49.92552,-23.59514
-8.762055,.4631698
-2.546862,15.12939
-35.18114,-10.8268
-28.76337,-6.298682
117.0287,2.069836
-26.60564,13.91831
13.03895,-7.150242
1.197002,-11.55492
-12.73642,12.97448
18.84168,1.157493
-69.50392,-32.18747
-223.4648,-211.4388
197.0488,206.9202
45.63557,-17.51026
-.3658873,-7.33124
7.861722,-10.17179
-15.12862,6.376754
29.3642,86.61565
75.79625,5.145267
-7.922454,-8.436975
-3.740602,29.3342
3.017143,15.55979
-.6327698,4.477862
-14.15289,-5.402978
5.552389,-11.70457
-7.490026,-1.82444
-9.061255,11.41891
3.747141,-12.18367
.9745679,-6.475266
2.861745,.5147287
2.829259,-2.781281
5.205306,16.50998
19.13661,.1917755
-10.82796,-14.67801
18.87417,10.09036
-17.03298,-10.04315
-12.65754,-6.85231
20.13405,12.16747
7.569707,11.80312
3.304917,-16.91879
-20.35602,4.495862
10.02081,-16.97243
21.09925,26.47301
-14.50824,-1.891284
-12.48741,-11.3029
-13.97521,-51.38354
-5.336765,-7.471617
-35.5515,-13.57718
-15.07669,47.58551
-99.76136,-43.93646
121.7185,40.83316
21.08878,-19.13981
-5.146471,21.17619
-59.63203,-84.6968
99.95399,89.66995
-39.05763,8.680306
14.35265,-15.00903
1.923816,-.4133313
39.44741,-36.54195
-26.46118,31.78078
-10.19515,30.2668
23.07612,-56.55724
-4.442479,26.18003
-7.341372,19.78491
-25.72812,-4.32921
1.1989,-38.99535
4.701611,-6.632022
40.49194,14.70639
-3.351361,-10.3008
17.96785,26.8274
18.83855,-31.48739
-130.6173,27.43556
48.91009,14.14437
45.19788,-27.2408
-18.69332,-7.327995
-12.4695,-7.104064
6.315197,-3.186979
13.20321,-3.003386
-9.174389,-5.346016
-11.60836,-.3726038
10.19141,9.629024
-5.268978,-10.92101
1.525764,-5.740648
2.410316,10.58117
-12.88679,4.386427
-8.61318,-11.37119
4.074199,4.677809
2.401829,6.368559
3.115556,-5.594079
4.030817,2.940874
-3.971024,-4.008822
1.619976,7.956666
-18.85209,13.91413
10.48403,3.856719
-2.489491,-6.950941
-.512481,-13.02645
2.042447,13.16357
59.54003,-18.61232
-74.05837,18.59512
-.9998598,-27.04072
7.683489,29.22756
-18.16021,-22.73815
9.113075,11.341
13.68713,-18.63289
-19.84581,-20.10125
-4.475118,40.1266
10.17396,-29.73123
17.94637,.4695727
-85.76149,-29.10348
60.35975,2.299258
40.21497,-5.424968
-2.630477,8.011076
-44.71416,-.1825653
-32.34785,5.504637
17.61418,.7711082
22.05209,.4505163
8.411791,10.54205
15.15618,-11.33076
-8.369329,6.169281
-51.94748,-9.197294
62.41773,17.44073
-1.306168,10.71892
5.746696,-31.1997
-.7220776,12.50718
-53.70636,18.57939
52.9552,10.06842
-84.85323,-12.14234
78.97224,4.836348
-17.27346,-4.218765
-.0541124,.1401556
-2.381768,-6.805251
-.8444488,9.913051
-19.6399,-12.48791
-14.09833,-9.312002
10.79295,14.38086
-21.62929,-23.83711
-9.709913,7.504394
17.69233,3.653643
-16.31353,12.56648
-23.53412,-5.405314
11.60025,-6.670906
.0376011,-11.09192
11.13705,12.20064
16.51564,-5.83085
-5.329646,-1.074255
17.0797,-5.130887
20.09715,39.90424
-17.89858,-14.22082
-11.1649,-12.05211
29.08058,6.145473
3.792214,5.961032
13.27681,-9.574079
8.140959,8.8969
4.204378,5.188202
1.085106,9.571941
9.7265,-7.528067
-2.252574,-3.627416
6.498467,-10.99565
-17.48575,-58.57629
5.299685,65.00678
-35.1215,-7.44937
-9.402611,-5.098795
-6.86165,-5.913534
20.56225,41.39737
-10.65507,-13.19206
-6.990301,-16.06726
-2.304205,-1.292248
3.042742,-2.968638
-3.72289,-5.293621
-4.096711,-6.919503
-.3383083,7.276001
1.458571,-12.58589
-13.27279,5.81461
6.386575,14.31952
-5.678888,.6986231
13.98611,-6.101904
-6.759634,-3.095744
4.246828,10.77418
-9.143342,2.147859
6.193242,-10.01265
-4.944482,-18.72956
-1.729682,26.60399
-.5037132,19.3553
8.708424,-14.56003
5.673745,-7.608791
-6.340778,11.31173
3.297294,-15.00074
-.860685,.3080452
-8.615908,3.447405
7.961305,-8.001272
-8.051697,-6.216413
-14.32713,-1.276234
8.69893,-4.612024
-1.746791,-3.870687
-20.57803,-1.669791
4.838694,-2.481102
8.562916,-.2898401
-9.186544,-6.498086
64.20834,63.13721
-58.92133,-59.80058
6.116154,-.9911715
-28.89163,8.539042
-23.92322,70.68059
-20.13376,-24.64943
17.9812,23.00646
-19.42378,3.13554
5.39055,-25.29897
19.56843,-10.55706
3.589748,-36.62374
6.387216,4.967023
-5.040606,-3.891196
.0781639,-2.499916
2.948472,10.85654
16.23109,-9.913294
-8.229609,1.431218
-40.15239,-40.16613
-277.4628,12.15009
108.9081,103.2738
128.9454,-63.01064
-62.23094,25.43861
-89.26517,-68.08998
276.1496,163.2923
-4.762602,-8.475779
-10.18549,-18.83953
-.3538681,39.80703
-40.33409,-39.85844
-6.645929,36.77127
15.27692,-35.07246
-23.27635,19.70662
8.590303,-15.21568
-10.88004,12.53305
23.42977,-4.457502
-9.42651,7.754777
5.169671,-.2303174
-4.453742,23.92527
6.380747,-10.75172
5.529102,-2.901889
-14.90235,-9.544918
3.834062,24.85795
16.02642,-28.83816
15.11985,11.31709
-21.93682,22.61019
-277.7787,-92.11112
277.9658,23.79517
-78.63191,-28.31384
35.09841,40.06035
-1.161784,-.0991736
-67.71234,-42.61176
19.60326,10.75001
-3.000161,-11.13505
-5.094315,3.979833
13.28705,-1.458478
-17.47512,-9.729677
-.1232377,13.51908
-3.172258,-4.757139
-34.10079,-14.03814
62.97145,10.7157
-7.777094,-3.979225
3.090341,5.300763
4.701416,1.600989
4.383561,-.3793642
-7.997393,-12.05099
-6.66165,4.581407
6.699314,7.398065
18.29291,-17.97683
-22.1605,24.71198
5.745981,1.597761
26.74952,-4.582114
34.41771,9.304252
-11.38875,6.394986
-6.052752,.7697403
17.67188,16.0725
-10.63657,-23.69573
1.374425,-3.689508
8.493187,30.24832
14.28222,4.318072
-14.69316,-15.12355
-104.4474,-78.59796
68.08572,129.9791
58.71585,17.4238
-32.70725,-19.06646
-2.709658,-43.1396
1.29828,-54.48787
57.06247,57.19094
1.017394,22.46631
-7.843776,-21.33111
5.520734,32.786
9.687829,16.27077
-12.97185,-10.17041
-25.21227,7.823863
33.33514,-6.332212
-8.135099,-30.49083
-2.817439,-.643213
11.67242,26.86474
-6.457919,-31.2474
7.764945,34.41532
-8.423909,-16.86972
-3.60943,-3.839442
-9.471569,-5.311243
4.28789,-9.852329
-3.368576,18.47473
2.952097,11.02295
-9.065673,-7.153769
7.903443,10.62237
3.293884,16.41168
2.754652,6.896156
2.552901,3.921063
.7346374,1.046159
9.232376,-6.039375
8.18189,9.551017
.0578722,-32.12893
-22.31326,-.1891661
30.4841,17.71678
-7.056085,24.57635
-139.1068,-193.1138
104.3878,138.491
49.66743,82.05388
-27.07914,-42.72927
-32.72782,-22.10035
14.16648,-7.841857
4.796866,50.22987
2.646255,-43.44211
-8.714957,-5.297996
-7.525647,-3.904567
-3.775566,1.685287
-25.7873,-.4596588
5.148179,-7.302721
-.4915739,-33.42647
-12.01729,42.93691
1.733274,-11.83016
-12.814,3.338014
-3.282824,-35.52427
-33.06151,28.95248
33.64428,6.393482
-1.163931,4.93892
44.26266,-46.84621
15.84697,-6.935639
-5.950191,-1.676666
-20.28535,-11.1765
-12.19062,-9.592409
1.60877,5.686444
-5.566338,6.751969
-2.732692,-3.097901
-6.358305,-2.243514
5.191459,4.885564
-1.597451,3.444679
-2.59925,1.808381
-1.38568,-5.870101
2.745778,-7.73759
-8.556272,7.337527
7.406374,.6650767
-6.592165,-.9079913
-5.831727,.1718557
2.071939,-3.410541
-13.3436,-10.56728
8.526789,11.11876
2.000455,-8.940562
13.00829,3.504181
2.481647,2.990327
-4.994513,.5922151
-1.99252,-.7588071
-.6297561,2.966542
-6.98141,-8.914843
5.286606,-1.142738
-3.157102,1.101637
-3.137811,3.984479
-4.421004,20.33715
-3.328831,-15.62705
-3.895275,-4.914006
.4913642,.8194087
-4.502208,4.112691
4.844096,9.085912
-1.650182,-11.93415
-8.211665,.5910396
-10.74275,8.56193
10.27045,8.391493
-18.10019,5.685157
16.24124,14.87879
31.38725,-8.161853
-5.603446,-10.01452
22.68084,.7884443
21.89927,13.00721
-26.10123,-6.37823
-3.413762,-7.152698
4.575587,2.339383
1.286822,4.33286
6.437387,.7262054
4.816442,-8.958882
-22.24714,23.04713
8.725184,-9.861667
-10.13231,1.610113
-26.49352,-6.637148
-61.14379,6.406422
79.36036,22.22211
-23.28919,-35.19725
30.83922,22.45975
-.3939313,-6.597036
-45.26118,5.005393
20.5027,37.88005
29.58234,-45.42517
.6848029,61.54975
29.96297,-70.88186
-12.23396,22.43053
-12.116,-30.84156
-10.65948,-44.05989
-10.57008,108.8288
-7.220472,-92.33395
102.2763,-30.3404
-54.39973,49.93779
-27.11573,19.13401
7.70175,-11.73408
.969925,-24.75158
70.99934,7.559703
13.02916,42.01897
-21.4854,-12.56159
.146414,5.941438
2.11867,-31.07033
17.58186,40.21988
52.53654,-36.37177
-122.1993,.3677072
9.340337,5.571886
69.07033,18.41721
-26.43648,-6.730783
-16.90526,40.692
23.82895,5.573553
-11.0493,-12.03385
-7.445,-11.24583
-48.75629,1.278336
60.73031,-1.178094
15.82558,-11.27014
-19.08552,15.601
-68.31486,23.10822
1.914639,-6.556957
27.70579,-6.418414
14.44205,-24.24907
13.70945,12.69652
-.4581271,-2.029545
-5.603446,19.76892
-5.63179,-15.38178
-4.442479,-38.37884
-11.16349,34.47177
20.70244,-22.25081
11.47487,-8.523829
-48.1828,19.3191
-19.47017,-18.95172
4.816442,29.52668
-23.08397,26.60039
13.64396,-42.37838
20.61574,14.88479
-10.5208,1.918641
23.21436,4.464613
-9.017215,-1.116863
-5.914455,4.036892
2.776746,-2.075753
-16.26527,-4.675964
-21.13696,9.469599
-21.91174,-9.585749
-21.59119,.4064516
27.71097,23.69672
11.14575,-6.448493
-8.766832,-7.201594
6.334735,6.812009
7.29607,-13.16644
-93.4463,-4.937222
51.39468,.5454495
-5.847857,.1724093
-63.59277,.7690914
88.2853,8.740451
4.317747,2.701982
-1.542967,1.209923
6.908602,-11.47407
-2.649057,1.224293
-1.953231,1.516883
20.30555,2.808432
4.04565,4.303555
122.8317,2.726302
-118.8874,-5.135954
23.81366,-.777033
-159.3053,1.551766
198.563,4.019276
-28.70694,-15.72122
-13.35705,7.843593
10.93995,-4.272187
-16.03001,-3.981119
-2.358626,11.74121
-13.11605,-16.60755
22.58224,23.43017
-37.87482,-23.93079
5.799473,12.31888
19.75701,9.503106
-2.840145,15.2978
26.76938,-14.95762
-9.133716,-6.310415
4.236956,10.94503
4.458968,-9.78892
-2.091522,-9.927349
-12.47987,-20.44509
24.50634,38.04342
-4.586553,4.255081
-8.214114,-4.582114
18.68755,-2.712033
-9.22338,-2.189867
25.64583,2.065831
5.700447,6.507353
-1.179706,7.653435
-32.06782,-5.718044
50.15806,-.3646411
.9969921,4.075415
.9054892,9.997676
-4.773559,-1.089992
4.232256,-.5702081
-9.800397,.5835762
-3.463284,-1.202796
-.5523763,-1.669302
10.12351,12.79965
9.224931,-12.21087
-5.263551,3.955952
9.594185,-2.292752
-2.36019,-.1194875
-.364948,8.078221
1.111171,-4.104104
-20.21752,-18.51104
7.141695,25.60059
-4.916295,-5.703981
-25.71647,-13.84888
-5.084143,8.715262
26.25271,21.94229
5.527086,2.594298
17.06349,-2.544438
-6.193077,3.459956
1.315032,1.662039
16.22524,3.292492
-.6484575,-5.740487
4.821456,12.69335
2.182728,-.805969
5.946885,1.946619
-1.864889,-.115122
-2.549219,6.814704
-36.12466,-24.0852
144.4512,-21.23801
40.37508,90.21587
25.90932,41.80997
-16.38172,-12.28842
-7.319799,-4.967027
-6.761301,-52.87818
-9.558524,28.80511
-3.894076,-.8749418
9.807327,24.54844
-14.50147,-24.36263
-12.20106,-11.51339
7.801206,16.11454
-7.382723,-20.60893
1.927456,8.230107
-1.248558,-8.996826
1.251418,28.00073
1.326511,-21.78773
-2.04971,1.134974
-3.207941,16.93747
2.22054,-14.07066
2.274309,21.69746
-1.39517,-25.61065
-7.119018,.4647261
48.10252,-8.267833
-58.81515,3.749158
-13.14606,-14.20628
3.14694,36.19138
-5.829374,-20.12364
23.20731,-48.40327
-59.01761,-3.889214
-16.94042,-21.78183
-76.71233,33.99211
124.1082,.3477424
-22.14497,33.58925
-16.42184,-38.76125
50.38303,25.0111
22.83409,.4178661
14.54298,15.21268
-31.89955,-26.53331
28.63548,15.43112
-13.64959,-6.283134
8.331059,4.539299
7.471879,16.11547
52.8933,1.947758
-5.248873,7.611628
15.26364,-.1950197
-1.104131,2.331729
-60.04289,-3.93185
-70.81609,-33.3462
-22.79765,.2328191
7.496275,-2.975369
8.651084,13.49197
-22.1694,-7.900957
1.941257,3.153974
6.494423,-2.061097
3.115728,7.417302
5.576918,2.735212
6.733755,-62.6138
4.68406,13.42373
-7.538474,.0773479
3.594977,1.909362
7.809655,-11.61271
16.80235,19.14362
-9.3552,-11.97107
-7.259565,2.565807
3.24558,2.495957
-10.52448,-12.92546
-10.18902,5.17054
-17.07066,-25.56865
-33.15534,10.35469
-8.064876,-14.22832
12.07852,30.28863
11.85792,2.134221
-2.320382,-20.41622
-1.2912,22.95796
13.70867,14.49665
-8.057286,-19.98371
-15.93563,1.633804
-4.864374,-6.967108
12.71463,14.4704
-4.336934,-4.545438
-18.72338,-10.61578
2.898423,-15.80388
-6.284787,-1.959812
47.51627,26.74475
-43.25113,-16.01065
-7.81893,2.203955
-3.218818,-2.780741
-22.16086,5.554766
-10.6639,-54.23183
-20.12288,34.25624
7.675632,12.83465
-8.199012,35.57961
-8.008197,-35.18311
26.84743,-5.28767
.1582496,6.064539
-9.032833,5.137762
-32.07484,2.466161
-27.30892,-3.998559
11.82571,-1.417777
-25.50909,3.977508
69.00588,-2.873503
3.147306,-110.8312
37.6548,109.4648
-47.23454,-9.834438
23.04583,37.70991
-53.52706,-13.11247
53.1233,3.381403
-98.8728,.0152673
101.6965,5.641274
-60.85018,4.567463
-95.36124,-31.51003
84.91006,-41.54543
173.2155,17.18437
-84.54428,75.57069
-33.44172,-4.197752
8.672582,-21.08403
28.90763,8.386205
-1.475193,-9.590399
-8.62619,-3.871634
-7.670421,-2.235656
-4.256778,-4.627836
-6.062809,5.142865
-3.046508,14.16723
-6.780524,-14.37999
-18.34023,9.043807
-27.89423,-23.31737
9.468466,-35.26224
35.00569,44.72201
5.690173,12.44056
.4303252,.4653073
6.284309,8.504009
-13.03162,-5.149346
-.0395459,-5.165811
14.08828,-9.67286
-15.36837,3.949852
-4.265607,-13.28368
50.04947,-9.723696
-42.06706,31.74362
-53.46032,-24.13223
30.92147,10.1296
4.900878,-15.36959
-16.60708,8.96692
4.90121,17.12456
37.16334,10.00701
67.59151,-4.678514
5.173847,-139.4188
1.502141,152.5276
17.44743,-4.35192
3.017143,-3.782367
.1107281,6.963692
4.243093,-5.300252
-2.395305,5.657847
-6.903514,-3.90667
-1.965345,6.012789
-3.812806,-.0044546
-2.060724,-3.076573
2.503744,.4772886
.2327383,1.067857
-12.46065,13.36684
23.82728,-16.5426
-7.525647,-7.243648
-14.24666,15.4054
-56.57446,-35.36814
28.68579,33.40392
-.7564749,-1.689084
3.151173,1.707806
8.187126,-.1405482
-12.814,4.969153
5.679702,-6.23658
3.931831,-1.877659
-10.54332,.4511395
3.96709,-4.328615
-5.527648,-79.10777
8.329936,-42.93647
87.40786,99.30959
.1924462,.4296654
2.386853,-2.463905
-13.21992,-5.702909
-11.12529,-32.35054
-105.5973,-59.79681
59.8373,69.31773
35.53119,22.64191
25.22527,6.092503
7.158201,-150.2984
2.532615,142.0012
-9.818971,-5.449522
3.041659,-4.958828
-9.306385,-4.89777
-5.257091,5.63791
-11.01535,-11.17273
14.0467,8.043221
-18.11149,-14.65345
4.595293,-2.581957
3.458424,11.77222
7.365057,14.9789
-5.681366,-11.32768
-8.734899,14.61624
7.020443,-14.70597
-3.381703,15.24563
-1.864276,-24.80202
-6.936079,9.681299
-58.39956,103.8304
41.31461,.0560671
-29.27228,-3.321801
63.50039,24.88519
14.29051,-.0832224
-11.19932,-30.54942
-17.245,5.592476
37.56194,11.56868
-64.17432,.5925599
12.13928,-3.214286
27.17067,5.484503
-37.55501,18.32541
69.50022,-8.490183
-57.09471,21.10361
195.611,-39.87619
-164.7199,17.74986
-104.0173,-24.52954
28.04856,30.38208
46.02514,-54.68817
15.10108,-19.1531
96.81843,30.85909
-32.87679,-7.534356
8.587285,12.16344
19.07532,-4.509247
-5.060124,7.849916
3.380909,-3.757752
-28.34503,-3.563987
3.607418,12.48068
-15.0191,2.467151
7.689429,5.872348
-1.512756,14.40394
-42.33913,-10.53103
38.49168,-4.459388
-4.372468,-2.369856
-67.45885,2.800612
-3.757792,-.535225
35.30467,-2.84446
-20.48831,-18.05861
24.91282,-6.993969
-21.13808,28.60703
-65.46487,-23.13704
-9.413889,-11.10329
69.3129,24.06159
-4.985007,-3.974286
-4.159733,4.620108
6.546738,-10.03752
-8.581612,2.702432
15.10158,3.348412
-6.709777,-8.443037
-15.64161,3.122041
7.02494,-5.149365
-3.567344,3.244774
20.7102,15.84665
-5.44552,-233.5116
24.11837,237.9326
-9.752208,-.3242317
-2.60544,-8.538148
5.763984,18.2128
4.734921,-11.60313
-40.92635,-1.596395
9.958959,5.034924
-28.7177,-13.78283
8.527724,4.260064
9.890691,5.568897
5.289076,-5.064285
-15.44115,.8663433
-116.1783,-6.543484
-10.19281,2.455442
32.3385,.2985018
33.86031,27.7854
23.43652,-68.25854
32.23494,42.14871
-1.999711,-13.05524
-2.699853,14.71141
-7.390869,-3.473068
9.832707,.7200761
3.141957,-1.549737
-12.31874,-15.4412
13.35256,13.72518
6.237193,36.08881
1.302602,-17.13751
-5.686358,-4.529763
-11.27241,1.750433
36.70197,1.686945
7.357779,11.9975
-36.74609,.3281148
54.95081,19.19402
-37.00679,-72.18758
94.13941,35.59898
14.96694,2.711414
-66.5332,-32.34958
29.98154,44.66555
-8.074343,3.709596
-22.29447,-52.53498
-215.9597,-177.2218
245.0669,208.0361
26.90838,7.967987
-14.23368,-13.95428
-7.615947,17.09794
-3.822321,-8.503152
-4.482132,-20.97017
-85.0887,18.7398
18.68175,2.381034
157.5593,67.01523
-20.23709,-85.45251
-4.946626,17.35686
-13.77272,6.821869
2.110719,4.56715
-77.5012,-53.88028
-131.5767,-4.010642
21.13045,-26.85128
130.5126,64.65003
-.0290742,-115.3631
-10.18517,103.9261
9.482213,10.7037
5.862515,22.08265
-12.83327,11.10563
46.96484,34.22354
4.654298,-6.788084
-36.70168,-39.36443
16.13482,.3933912
-16.46449,4.482218
.6545054,-3.243509
-22.41437,-31.75052
-11.75751,-1.927017
-5.283363,5.20507
-4.96474,2.513965
-9.826193,1.182098
18.85788,-4.133185
-2.807686,.1827392
4.828088,4.738772
-3.353217,12.61451
-2.975752,-2.047046
-20.01301,-16.04377
16.77723,24.00258
7.627001,4.661047
-7.827405,-3.538648
47.58775,38.84661
10.06283,8.963706
8.388116,1.872805
-9.226115,-5.535423
-25.28858,-71.06862
-58.95999,-2.21893
1.618394,9.840126
.2155954,6.824812
-17.51437,-11.92048
-3.958611,17.58137
-1.523082,-27.52584
-1.284039,10.31649
8.461123,-14.91216
-4.535389,14.81273
2.905032,4.259406
-3.485532,9.038385
-8.398596,-11.04089
-1.613488,4.19925
-2.814276,-7.539192
.2287194,4.32462
-1.74381,-3.545452
-3.968969,-5.00221
20.02723,10.22351
-12.97003,-2.426179
-1.957406,-8.553633
26.67004,9.942122
-8.546142,19.47879
5.346465,-7.906536
4.653456,4.885268
6.159323,10.25563
11.95798,-.7870972
4.04565,6.865185
-16.56408,-14.44014
3.911544,12.32991
-.2127744,-5.468725
2.308675,-4.292593
24.50952,6.324042
-29.50481,1.969434
108.9779,-6.362054
-67.37002,-56.28479
-22.15941,-20.4294
-42.11247,46.10221
-3.297505,10.30843
29.0219,.6268436
-10.40577,.6877472
17.83225,8.308918
21.13058,-21.54144
-23.43222,4.220573
-2.305938,.4354711
-1.409618,-6.741091
-6.064284,-1.824575
-1.999711,16.54325
-3.370997,-20.39887
3.894594,16.47479
7.942144,8.49383
-4.00394,1.660884
-4.955346,1.149733
-2.462904,-8.176435
-3.680968,1.268749
-7.748799,-3.549234
16.10029,-14.29431
70.98663,3.949898
-86.82272,-2.377575
32.92113,-5.869197
-9.000508,2.735309
.3807485,5.623031
55.31295,-50.67234
-38.6118,-33.89243
58.75493,65.77016
-8.716699,-12.40415
24.99576,11.92465
-32.63552,-12.63787
-.8683766,11.62951
6.313067,-5.615959
-7.435255,-17.17253
-1.565174,-2.75177
9.096019,7.81528
-15.05526,-6.541383
4.763191,-1.918884
-1.347745,-3.952842
-5.197638,9.053622
13.30938,2.431061
1.372494,10.71825
9.406491,-4.116291
2.907176,-7.156459
3.510767,.8114814
4.889891,-28.66256
-22.70626,15.32267
5.038669,4.475572
18.64635,2.30502
-.6331151,4.595643
